"","ResidntCntry","Age","Gender","Kids","Edu","WorkStatus","AnnualIncome","Occupation","DurationYear","DurationMon","CommSize","MaritlStatus","NoOfSons","NoOfDghtrs","DP1","DP2","DP3","DP4","DP5","AIP1","AIP2","AIP3","AIP4","AIP5","AIP6","AIP7","AIP8","AIP9","AIP10","AIP11","AIP12","AIP13","AIP14","AIP15","GP1","GP2","GP3","GP4","GP5","GP6","GP7","GP8","GP9","GP10","GP11","GP12","GP13","GP14","GP15","GP16","GP17","GP18","GP19","GP20","SWLS1","SWLS2","SWLS3","SWLS4","SWLS5","SelfProcast","OtherProcast","DPMean","AIPMean","GPMean","SWLSMean","HDI","category"
"2226","United States",55,"Female","No Kids","deg","part-time",55000,"retired",2,4,"Small City","Single","0",0,5,5,4,5,4,2,2,3,4,5,4,3,5,5,5,3,3,3,3,5,5,5,3,2,5,4,5,3,5,1,3,5,2,3,5,3,1,5,5,5,3,2,3,3,2,"yes","yes",4.6,3.66666666666667,3.75,2.6,0.92,"High human development index"
"2227","United States",55,"Female","No Kids","deg","part-time",55000,"retired",2,4,"Small City","Single","0",0,5,5,4,5,4,2,2,3,4,5,4,3,5,5,5,3,3,3,3,5,5,5,3,2,5,4,5,3,5,1,3,5,2,3,5,3,1,5,5,5,3,2,3,3,2,"yes","yes",4.6,3.66666666666667,3.75,2.6,0.92,"High human development index"
"2228","United States",67.5,"Female","Yes Kids","deg","retired",10000,"retired",1,0,"Medium-Sized","Married","0",1,3,4,1,1,1,3,1,3,2,1,1,1,1,4,4,2,2,3,2,1,2,1,2,4,1,1,2,4,3,1,2,3,2,2,3,4,2,5,1,2,3,3,3,4,5,"yes","no",2,2.06666666666667,2.35,3.6,0.92,"High human development index"
"2229","United States",45,"Female","Yes Kids","deg","full-time",35000,"Insurance Agent",1,3,"Village","Divorced","1",1,5,4,2,2,2,2,5,5,5,5,5,5,5,4,4,2,5,2,5,5,5,1,4,5,5,4,4,3,4,5,5,4,2,3,4,5,5,5,5,4,1,1,1,1,1,"yes","yes",3,4.26666666666667,4.1,1,0.92,"High human development index"
"2230","United States",32.5,"Male","No Kids","ma","full-time",45000,"Editor Attorney",5,4,"Large-City","Single","0",0,4,4,4,3,3,2,2,3,4,3,3,4,3,2,4,4,3,4,4,4,5,4,4,5,4,4,4,4,4,3,2,5,3,3,4,5,3,4,4,4,1,1,1,2,2,"yes","yes",3.6,3.26666666666667,3.9,1.4,0.92,"High human development index"
"2231","United States",45,"Female","Yes Kids","deg","unemployed",67500,"home maker",10,0,"Small City","Married","3",1,3,4,4,3,3,1,1,4,3,3,2,2,3,2,2,3,1,4,1,3,3,4,4,1,3,3,3,3,4,4,3,4,2,2,3,4,3,3,4,4,4,4,3,4,3,"yes","no",3.4,2.33333333333333,3.2,3.6,0.92,"High human development index"
"2232","United States",32.5,"Female","Yes Kids","deg","full-time",35000," teacher",2,0,"Small City","Divorced","3",0,4,4,4,4,4,2,3,5,4,4,1,5,4,3,5,4,5,5,4,4,4,2,3,5,4,4,4,4,4,4,4,4,4,5,5,5,5,5,4,5,4,2,4,4,5,"yes","yes",4,3.86666666666667,4.2,3.8,0.92,"High human development index"
"2233","United States",23,"Male","No Kids","deg","student",67500,"Software Developer",2,0,"Small City","Single","0",0,5,4,4,5,5,2,5,5,5,3,2,5,5,3,5,4,5,4,4,4,4,3,5,5,4,3,5,4,4,5,5,5,5,5,5,4,4,5,4,4,2,2,2,3,4,"yes","yes",4.6,4.06666666666667,4.4,2.6,0.92,"High human development index"
"2234","United States",45,"Female","No Kids","deg","full-time",55000,"asst",5,0,"Medium-Sized","Single","0",0,2,1,2,1,1,1,1,3,1,1,2,1,1,1,2,1,1,2,1,1,2,1,2,3,1,2,2,2,2,1,1,2,3,2,3,2,1,2,2,2,3,3,3,3,2,"no","no",1.4,1.33333333333333,1.9,2.8,0.92,"High human development index"
"2235","United States",37.5,"Female","No Kids","ma","student",25000,"please specify",3,0,"Small City","Single","0",0,3,3,4,3,3,2,2,3,4,3,3,3,4,3,3,3,5,3,5,3,4,2,4,5,3,4,4,4,3,4,5,4,4,4,4,4,3,4,4,3,4,4,5,4,3,"yes","yes",3.2,3.26666666666667,3.8,4,0.92,"High human development index"
"2236","United States",37.5,"Female","No Kids","ma","student",15000,"Reasearch assistant",7,10,"Large Town","Separated","0",0,4,5,5,5,5,4,2,5,5,5,5,5,5,5,5,4,3,4,5,5,5,5,3,5,5,4,5,4,5,5,1,5,4,5,4,5,5,4,5,4,3,2,2,3,3,"yes","yes",4.8,4.46666666666667,4.4,2.6,0.92,"High human development index"
"2237","United States",23,"Female","No Kids","deg","unemployed",10000,"0",0,0,"Large-City","Single","0",0,4,4,4,1,1,2,2,3,4,2,3,3,4,2,2,1,4,2,3,1,3,1,3,5,1,3,4,4,4,2,4,3,2,3,5,4,2,4,3,4,4,5,4,3,4,"yes","yes",2.8,2.53333333333333,3.2,4,0.92,"High human development index"
"2238","United States",45,"Male","No Kids","deg","full-time",150000,"investment banker",3,0,"Large-City","Single","0",0,2,3,3,2,2,2,3,3,4,1,1,2,2,1,2,1,3,1,3,5,3,3,5,2,2,2,2,3,5,5,2,4,2,2,3,1,2,2,3,2,3,5,4,4,2,"yes","no",2.4,2.26666666666667,2.75,3.6,0.92,"High human development index"
"2239","United States",32.5,"Female","No Kids","deg","full-time",45000," admin assist",0,3,"Large-City","Single","0",0,3,3,1,1,1,1,2,3,3,2,2,2,3,2,2,4,3,2,2,1,3,1,2,4,3,2,3,4,3,3,2,3,1,2,3,3,2,2,3,2,3,3,3,3,4,"yes","no",1.8,2.26666666666667,2.55,3.2,0.92,"High human development index"
"2240","United States",19,"Female","No Kids","ltuni","student",10000,"Life Guard",4,0,"Medium-Sized","Single","0",0,3,3,2,2,2,1,1,2,2,3,2,3,5,1,1,3,1,2,1,3,5,3,1,2,4,2,4,3,4,2,3,3,2,2,4,2,4,4,4,4,3,3,3,2,3,"yes","yes",2.4,2.06666666666667,3.1,2.8,0.92,"High human development index"
"2241","United States",21,"Male","No Kids","ltuni","student",NA,"0",0,0,"Large-City","Single","0",0,3,3,3,2,2,1,1,1,3,3,2,3,2,2,3,1,4,2,2,3,3,2,2,2,2,2,2,3,3,2,3,3,1,1,3,2,2,2,3,2,2,3,3,3,2,"yes","yes",2.6,2.2,2.25,2.6,0.92,"High human development index"
"2242","United States",28,"Female","No Kids","ma","student",25000,"please specify",3,6,"Medium-Sized","Single","0",0,4,4,4,4,4,2,3,5,4,2,1,3,3,2,4,3,5,4,3,4,5,2,4,4,5,5,4,5,3,2,4,4,4,5,4,4,4,4,4,3,5,3,5,5,4,"yes","yes",4,3.2,3.95,4.4,0.92,"High human development index"
"2243","United States",16.5,"Male","No Kids","lthigh","student",10000,"please specify",2,10,"Small City","Single","0",0,4,4,3,4,4,2,2,4,4,1,3,4,4,2,4,2,2,3,2,4,4,3,3,2,5,3,3,4,4,5,4,4,3,4,4,4,3,2,4,4,3,5,4,5,5,"yes","no",3.8,2.86666666666667,3.6,4.4,0.92,"High human development index"
"2244","United States",32.5,"Female","No Kids","phd","full-time",150000,"physician (internist)",1,5,"Large-City","Married","0",0,4,4,4,3,3,1,3,5,4,2,2,4,3,2,3,2,5,3,4,3,4,3,3,5,4,3,4,3,4,2,3,4,3,5,3,3,3,3,5,3,3,4,4,4,2,"yes","yes",3.6,3.06666666666667,3.5,3.4,0.92,"High human development index"
"2245","United States",20,"Male","No Kids","ltuni","student",10000,"please specify",3,0,"Medium-Sized","Single","0",0,4,4,4,2,2,3,2,4,1,1,2,2,3,2,2,4,3,5,2,1,3,1,4,4,3,2,4,4,5,3,2,4,4,4,4,4,3,3,3,4,3,4,4,3,3,"yes","no",3.2,2.46666666666667,3.4,3.4,0.92,"High human development index"
"2246","United States",19,"Female","No Kids","ltuni","student",10000,"0",17,2,"Medium-Sized","Single","0",0,4,5,5,5,5,1,2,2,5,5,5,5,4,5,5,2,5,3,5,5,5,5,1,5,5,2,3,4,5,5,5,5,1,3,5,5,4,5,5,2,2,1,2,1,1,"yes","yes",4.8,3.93333333333333,4,1.4,0.92,"High human development index"
"2247","United States",28,"Male","No Kids","phd","full-time",45000,"Assistant District Attorney",0,0,"Large-City","Single","0",0,3,2,2,2,2,1,2,2,5,5,2,2,5,4,5,3,4,3,3,3,4,2,1,5,2,2,3,2,5,4,3,4,3,2,4,3,2,3,3,4,4,5,4,4,4,"yes","yes",2.2,3.26666666666667,3.05,4.2,0.92,"High human development index"
"2248","United States",28,"Female","No Kids","ma","student",15000,"please specify",4,7,"Medium-Sized","Single","0",0,3,3,3,3,3,4,3,5,5,5,4,4,5,5,5,2,4,2,3,5,5,5,3,4,5,3,5,4,5,5,3,5,4,4,2,4,2,2,5,5,3,3,2,2,3,"yes","yes",3,4.06666666666667,4,2.6,0.92,"High human development index"
"2249","United States",55,"Female","Yes Kids","ma","full-time",87500,"0",10,7,"Large-City","Married","0",0,3,4,5,5,5,1,1,2,3,4,4,1,1,4,4,2,1,2,1,3,3,1,1,3,3,2,4,2,3,1,1,3,1,1,4,3,1,3,4,2,5,5,5,4,3,"yes","no",4.4,2.26666666666667,2.3,4.4,0.92,"High human development index"
"2250","United States",20,"Female","No Kids","ltuni","student",10000,"please specify",14,0,"Medium-Sized","Single","0",0,3,5,5,4,4,3,5,4,4,3,3,5,5,4,5,5,5,5,4,4,4,4,3,2,4,4,4,5,5,4,4,5,2,5,5,5,5,5,5,5,1,1,1,1,1,"yes","yes",4.2,4.26666666666667,4.25,1,0.92,"High human development index"
"2251","United States",20,"Female","No Kids","ltuni","full-time",15000,"Server",2,0,"Medium-Sized","Single","0",0,4,3,2,4,4,3,4,5,5,5,2,5,4,5,5,5,5,5,3,5,5,2,3,5,3,3,4,3,4,2,3,4,3,4,5,3,3,4,4,4,3,3,5,4,5,"yes","yes",3.4,4.4,3.55,4,0.92,"High human development index"
"2252","United States",45,"Female","Yes Kids","phd","full-time",67500,"clinical psychologist",3,2,"Large Town","Married","0",1,2,2,1,1,1,2,1,2,2,2,2,2,1,2,2,2,1,3,1,1,3,1,1,2,1,2,2,1,3,1,2,1,1,1,2,2,1,3,1,5,4,3,4,4,3,"no","no",1.4,1.73333333333333,1.8,3.6,0.92,"High human development index"
"2253","United States",55,"Female","Yes Kids","phd","part-time",15000,"Editor",2,1,"Rural/Country","Single","0",1,2,2,2,2,2,3,1,2,2,2,1,1,2,1,1,2,2,4,1,3,3,2,3,2,2,3,2,3,3,3,3,4,3,4,2,3,3,3,4,3,3,3,4,5,3,"no","no",2,1.86666666666667,2.9,3.6,0.92,"High human development index"
"2254","United States",45,"Male","Yes Kids","deg","part-time",87500,"Marketing",1,6,"Large-City","Married","0",1,3,2,2,2,2,1,2,3,3,5,5,5,5,5,5,3,3,2,3,3,5,3,4,1,3,3,5,3,5,2,2,5,3,3,5,5,5,5,5,3,3,3,4,4,3,"yes","yes",2.2,3.53333333333333,3.75,3.4,0.92,"High human development index"
"2255","United States",55,"Female","No Kids","dip","full-time",45000,"0",17,0,"Large Town","Single","0",0,3,3,3,3,3,4,4,3,2,3,3,3,4,3,2,4,3,4,2,3,3,3,3,3,3,4,2,4,3,2,4,3,4,4,3,3,3,4,3,4,2,2,2,2,4,"yes","yes",3,3.13333333333333,3.25,2.4,0.92,"High human development index"
"2256","United States",37.5,"Male","Yes Kids","deg","full-time",45000,"Architect",17,0,"Small City","Married","1",1,4,4,2,3,2,1,2,5,3,3,3,3,4,3,4,2,3,4,1,4,4,1,2,1,2,4,4,4,4,3,3,4,2,2,3,4,3,5,3,3,5,5,4,4,1,"yes","no",3,3,3.05,3.8,0.92,"High human development index"
"2257","United States",37.5,"Female","No Kids","ma","full-time",45000,"Service Registrar/English Instructor",2,2,"Large-City","Divorced","0",0,3,3,2,1,1,1,1,2,2,2,3,3,2,2,2,2,1,1,2,3,3,1,1,4,2,2,2,3,2,2,2,3,2,2,3,4,4,2,2,3,3,4,3,2,2,"no","no",2,1.93333333333333,2.45,2.8,0.92,"High human development index"
"2258","United States",28,"Female","No Kids","ma","student",25000,"please specify",2,7,"Large-City","Single","0",0,3,3,4,3,3,2,1,4,2,2,2,2,3,2,3,4,3,4,1,3,4,4,4,4,4,3,4,4,4,2,2,4,4,3,4,5,4,4,4,4,3,4,4,4,4,"yes","yes",3.2,2.53333333333333,3.75,3.8,0.92,"High human development index"
"2259","United States",37.5,"Male","No Kids","dip","unemployed",150000,"Management consultant",10,0,"Medium-Sized","Married","0",0,5,3,3,4,4,1,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,3,3,2,5,2,5,3,5,5,5,5,1,3,5,5,2,5,5,5,4,2,3,4,2,"yes","yes",3.8,4.6,3.95,3,0.92,"High human development index"
"2260","United States",32.5,"Female","No Kids","ma","full-time",35000,"college professor",2,0,"Small Town","Single","0",0,3,3,3,1,1,2,1,3,3,2,2,5,2,2,3,4,2,4,2,3,3,2,2,3,4,2,4,3,4,1,2,3,4,4,4,4,4,3,4,3,2,2,2,3,2,"yes","yes",2.2,2.66666666666667,3.15,2.2,0.92,"High human development index"
"2261","United States",28,"Male","No Kids","phd","student",15000,"Research Assistant",4,3,"Large-City","Single","0",0,3,4,3,2,2,1,1,2,2,2,3,2,5,1,1,3,1,1,2,2,2,2,3,5,3,2,4,4,4,2,4,3,2,4,4,4,3,4,2,4,3,4,3,5,3,"yes","no",2.8,1.93333333333333,3.25,3.6,0.92,"High human development index"
"2262","United States",28,"Male","Yes Kids","ltuni","part-time",15000,"Webmaster / Print Designer",0,4,"Medium-Sized","Single","1",0,4,5,4,4,4,3,3,4,5,5,2,4,5,5,5,4,1,1,5,4,5,4,4,4,4,4,2,4,4,4,4,4,4,4,4,5,5,5,4,5,1,2,3,2,1,"yes","yes",4.2,3.73333333333333,4.15,1.8,0.92,"High human development index"
"2263","United States",45,"Male","No Kids","dip","full-time",150000,"engineer",0,2,"Large-City","Single","0",0,3,3,3,2,2,2,1,2,2,3,2,4,3,1,4,2,3,3,3,3,3,2,2,5,4,3,3,3,4,2,2,2,3,3,3,5,4,2,3,4,3,3,4,3,1,"yes","yes",2.6,2.53333333333333,3.1,2.8,0.92,"High human development index"
"2264","United States",37.5,"Male","Yes Kids","phd","full-time",87500,"attorney",10,0,"Large-City","Married","1",1,4,5,4,2,2,5,5,4,5,5,2,5,5,5,5,4,5,3,5,4,4,3,4,4,4,3,4,4,4,5,4,5,4,4,5,5,5,4,5,4,3,3,2,3,3,"yes","yes",3.4,4.46666666666667,4.2,2.8,0.92,"High human development index"
"2265","United States",23,"Female","No Kids","ma","student",25000,"Graduate Assistant",1,10,"Small City","Single","0",0,2,2,4,2,2,1,2,4,5,1,1,4,3,1,2,2,3,2,4,2,3,1,2,5,2,2,3,2,5,4,3,3,3,1,4,5,3,2,4,2,5,5,5,5,4,"yes","yes",2.4,2.46666666666667,2.95,4.8,0.92,"High human development index"
"2266","United States",25,"Male","No Kids","deg","full-time",45000,"account planner",4,0,"Medium-Sized","Single","0",0,5,5,5,5,5,5,5,5,5,3,1,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,1,5,5,4,5,5,5,5,5,5,2,4,3,1,2,"yes","yes",5,4.53333333333333,4.65,2.4,0.92,"High human development index"
"2267","United States",37.5,"Female","No Kids","deg","full-time",35000,"acounting analyst",5,0,"Small Town","Single","0",0,4,3,3,3,3,3,3,2,3,3,3,3,4,3,4,2,4,3,4,3,3,2,3,5,4,2,4,4,4,4,4,4,3,3,4,3,3,4,3,2,2,3,3,2,2,"yes","yes",3.2,3.13333333333333,3.4,2.4,0.92,"High human development index"
"2268","United States",37.5,"Male","No Kids","deg","full-time",87500,"Project Manager",2,0,"Large-City","Married","0",0,3,3,2,3,3,2,2,4,3,3,5,2,4,3,4,1,2,3,1,3,3,1,3,5,3,3,4,2,4,3,5,3,4,4,4,4,3,4,4,4,4,4,4,3,1,"yes","no",2.8,2.8,3.5,3.2,0.92,"High human development index"
"2269","United States",28,"Female","No Kids","phd","student",15000,"Research Assistant",7,7,"Medium-Sized","Married","0",0,2,2,2,1,1,2,1,2,2,2,1,2,2,2,2,1,2,2,1,1,3,1,2,2,2,2,2,1,3,3,3,2,1,1,2,2,2,2,2,2,5,5,5,5,4,"no","no",1.6,1.66666666666667,2,4.8,0.92,"High human development index"
"2270","United States",24,"Male","No Kids","ltuni","unemployed",10000,"0",0,0,"Small City","Single","0",0,5,5,5,5,5,3,3,5,5,5,2,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,"yes","yes",5,4.46666666666667,4.95,1,0.92,"High human development index"
"2271","United States",45,"Female","No Kids","ltuni","full-time",55000,"Legal Secretary",4,11,"Large-City","Married","0",0,3,2,3,3,3,1,1,3,3,3,4,3,4,3,3,3,3,3,1,3,4,3,2,2,3,2,4,3,3,2,5,3,4,2,3,2,2,4,4,4,3,3,4,4,2,"yes","no",2.8,2.73333333333333,3.05,3.2,0.92,"High human development index"
"2272","United States",32.5,"Female","No Kids","phd","full-time",150000,"Attorney",6,0,"Large-City","Divorced","0",0,3,3,3,3,3,1,1,1,3,3,2,2,2,5,3,2,2,3,2,3,3,2,1,4,3,2,3,4,5,2,2,4,2,2,3,4,3,3,3,3,4,4,3,3,5,"yes","no",3,2.33333333333333,2.9,3.8,0.92,"High human development index"
"2273","United States",45,"Female","No Kids","deg","full-time",67500,"Architect",23,0,"Large Town","Married","0",0,4,3,3,3,3,2,1,3,3,2,3,2,3,2,3,2,3,2,2,3,4,2,3,4,3,2,2,3,4,2,3,3,4,4,4,4,3,3,3,3,3,3,4,4,2,"yes","no",3.2,2.4,3.15,3.2,0.92,"High human development index"
"2274","United States",45,"Female","Yes Kids","ma","full-time",NA,"pjublic relations director",2,2,"Small City","Married","0",1,4,4,2,5,5,5,4,3,5,5,5,5,5,4,5,4,5,4,5,5,5,4,2,1,5,2,5,3,5,4,5,5,2,4,3,5,4,5,4,5,1,1,2,2,1,"yes","yes",4,4.6,3.9,1.4,0.92,"High human development index"
"2275","United States",45,"Female","Yes Kids","phd","full-time",150000,"college professor",14,0,"Small City","Married","1",1,3,3,2,2,4,2,1,3,3,2,1,2,5,1,1,4,3,4,2,3,3,1,4,2,3,3,3,2,4,2,3,4,3,3,3,3,3,3,3,3,5,5,5,5,5,"yes","no",2.8,2.46666666666667,2.9,5,0.92,"High human development index"
"2276","United States",45,"Female","No Kids","deg","full-time",67500,"research technician",10,0,"Large-City","Divorced","0",0,4,4,4,3,3,1,2,5,2,3,1,3,3,2,3,3,2,3,3,3,3,2,3,4,2,2,4,3,3,2,3,4,3,2,3,3,3,4,3,3,4,4,3,4,3,"yes","no",3.6,2.6,2.95,3.6,0.92,"High human development index"
"2277","United States",37.5,"Female","No Kids","deg","full-time",67500,"Associate director/ marketing communicat",3,0,"Large-City","Single","0",0,2,4,3,3,3,1,1,5,2,2,1,3,4,1,3,2,3,2,2,1,4,1,2,1,1,3,3,4,4,1,5,4,1,2,5,5,2,4,3,2,4,5,5,5,3,"yes","no",3,2.2,2.85,4.4,0.92,"High human development index"
"2278","United States",55,"Female","No Kids","deg","full-time",35000,"Director of business development",5,6,"Large-City","Single","0",0,2,1,5,3,2,1,1,5,1,3,1,1,3,1,1,3,1,1,1,3,3,1,1,3,1,1,3,2,3,1,1,3,1,1,3,5,1,3,3,3,3,4,4,5,3,"yes","no",2.6,1.8,2.15,3.8,0.92,"High human development index"
"2279","United States",25,"Female","No Kids","phd","student",10000,"please specify",3,0,"Large-City","Single","0",0,2,4,3,2,2,2,1,2,1,1,2,3,4,1,3,3,1,3,1,2,4,2,2,2,4,3,4,4,4,1,1,3,2,2,4,3,2,3,3,4,4,4,4,4,4,"yes","yes",2.6,2,2.85,4,0.92,"High human development index"
"2280","United States",25,"Female","No Kids","deg","student",15000,"please specify",0,9,"Large-City","Single","0",0,5,4,4,3,3,2,2,5,4,3,3,5,4,3,4,4,4,3,4,4,4,2,3,4,4,3,4,4,5,3,4,5,3,3,4,4,4,5,4,5,4,4,5,4,3,"yes","yes",3.8,3.6,3.85,4,0.92,"High human development index"
"2281","United States",45,"Female","Yes Kids","ltuni","part-time",25000,"Paralegal",14,0,"Medium-Sized","Married","0",2,4,4,3,3,3,2,2,3,3,3,3,3,2,3,4,2,3,3,2,4,4,2,3,4,3,3,4,3,4,2,3,4,3,3,4,3,4,3,4,3,4,5,4,4,4,"yes","yes",3.4,2.8,3.3,4.2,0.92,"High human development index"
"2282","United States",37.5,"Female","Yes Kids","ma","unemployed",NA,"0",0,0,"Large-City","Divorced","0",1,3,2,2,2,2,2,3,3,3,3,2,3,2,3,3,3,4,2,4,3,4,2,3,5,3,3,3,3,4,2,4,3,2,3,3,4,3,4,3,3,3,5,4,4,3,"yes","yes",2.2,2.86666666666667,3.2,3.8,0.92,"High human development index"
"2283","United States",28,"Male","No Kids","deg","full-time",35000,"Graphic Designer",1,8,"Medium-Sized","Married","0",0,2,3,4,3,3,4,5,5,5,4,5,5,5,3,4,5,5,5,5,5,5,1,4,4,1,4,4,3,4,3,5,4,2,5,4,5,4,3,5,3,2,2,2,4,3,"yes","yes",3,4.66666666666667,3.65,2.6,0.92,"High human development index"
"2284","United States",28,"Female","No Kids","ma","full-time",55000,"Editor",0,9,"Large-City","Married","0",0,4,5,4,3,3,1,5,5,5,4,5,5,5,4,4,5,5,5,5,3,4,3,3,5,5,3,5,4,4,4,3,4,2,4,5,4,5,5,5,5,1,3,1,1,1,"yes","yes",3.8,4.4,4.1,1.4,0.92,"High human development index"
"2285","United States",23,"Male","No Kids","deg","student",10000,"please specify",6,0,"","Single","0",0,4,4,5,5,3,5,4,5,1,1,5,5,5,5,5,3,5,5,3,3,5,3,4,5,5,5,5,5,1,5,1,5,5,5,5,5,5,5,1,5,2,2,2,3,2,"yes","yes",4.2,4,4.25,2.2,0.92,"High human development index"
"2286","United States",67.5,"Male","Yes Kids","deg","retired",25000,"retired",10,0,"Small City","Married","0",1,1,1,3,2,2,2,1,1,1,2,1,3,3,3,1,1,1,1,1,2,3,1,1,1,1,1,2,1,4,1,1,4,1,1,2,4,1,2,2,3,4,5,5,5,5,"yes","yes",1.8,1.6,1.85,4.8,0.92,"High human development index"
"2287","United States",25,"Male","No Kids","ma","unemployed",10000,"Unemployed",0,0,"Village","Single","0",0,5,5,5,4,4,3,3,5,4,5,5,5,5,5,5,3,5,5,4,1,1,1,5,5,1,5,5,5,1,3,5,4,5,5,5,3,4,5,5,5,3,4,1,1,1,"yes","yes",4.6,4.2,3.9,2,0.92,"High human development index"
"2288","United States",55,"Male","No Kids","phd","full-time",150000,"attorney",17,0,"Medium-Sized","Married","0",0,3,3,3,3,3,2,4,5,5,4,4,5,5,4,4,3,1,3,4,4,4,3,3,3,1,2,4,3,3,5,5,5,3,5,3,5,3,4,4,5,3,4,4,3,1,"yes","yes",3,3.8,3.65,3,0.92,"High human development index"
"2289","United States",45,"Female","Yes Kids","ltuni","full-time",25000," designer",10,0,"Large-City","Married","1",1,3,3,3,2,2,1,1,4,2,1,3,2,3,1,3,4,3,4,2,2,3,2,3,4,3,4,3,3,3,3,2,3,1,3,3,4,4,3,3,3,4,4,4,4,3,"yes","no",2.6,2.4,3,3.8,0.92,"High human development index"
"2290","United States",67.5,"Male","Yes Kids","high","retired",10000,"retired",9,0,"Large-City","Divorced","1",3,2,2,2,2,3,3,3,2,4,3,2,3,2,5,4,4,3,3,3,4,4,4,3,2,4,1,4,3,2,1,3,3,3,3,3,4,4,4,3,3,2,2,1,1,3,"yes","yes",2.2,3.2,3.05,1.8,0.92,"High human development index"
"2291","United States",28,"Female","No Kids","deg","full-time",67500,"mktg",1,0,"Large-City","Single","0",0,3,5,3,2,2,1,3,3,5,5,5,5,5,2,2,1,4,1,2,3,2,1,1,5,1,1,2,1,5,2,4,4,1,1,1,4,5,1,5,1,2,3,4,4,5,"yes","no",3,3.13333333333333,2.4,3.6,0.92,"High human development index"
"2292","United States",21,"Male","No Kids","ltuni","student",10000,"furniture maker, home restorer",1,0,"Small City","Single","0",0,4,4,3,3,3,3,1,5,1,4,2,4,4,3,4,4,2,1,2,4,4,2,4,5,2,1,4,4,4,2,2,5,2,4,4,4,4,3,4,4,2,3,4,4,3,"yes","yes",3.4,2.93333333333333,3.4,3.2,0.92,"High human development index"
"2293","United States",21,"Female","No Kids","ltuni","student",10000,"Nanny",0,3,"Medium-Sized","Single","0",0,4,3,3,4,4,2,1,1,2,3,3,3,3,3,3,4,2,3,2,3,3,3,2,4,3,3,3,3,3,1,3,3,3,2,3,3,2,3,3,4,5,5,5,5,5,"yes","yes",3.6,2.53333333333333,2.85,5,0.92,"High human development index"
"2294","United States",25,"Male","No Kids","deg","student",15000,"please specify",7,6,"Small Town","Single","0",0,4,4,4,4,4,2,1,5,4,4,4,5,3,5,5,3,1,2,1,5,5,4,5,5,4,1,1,3,4,1,5,5,5,2,3,4,4,5,4,5,1,1,1,1,1,"yes","yes",4,3.33333333333333,3.75,1,0.92,"High human development index"
"2295","United States",55,"Female","Yes Kids","ma","full-time",87500," teacher",28,0,"Large-City","Divorced","1",0,4,4,3,4,4,5,5,4,4,4,4,4,5,5,5,4,4,3,5,5,5,5,3,2,5,5,1,5,5,5,5,5,5,5,5,1,5,5,4,4,3,3,3,3,1,"yes","yes",3.8,4.4,4.25,2.6,0.92,"High human development index"
"2296","United States",67.5,"Female","Yes Kids","ma","full-time",45000,"Librarian",8,0,"Large-City","Married","0",0,3,2,2,2,2,1,1,1,1,2,3,2,4,1,2,2,3,1,2,3,2,1,2,1,2,1,3,3,2,2,3,3,1,4,3,4,2,3,2,3,2,2,2,2,1,"yes","no",2.2,1.93333333333333,2.35,1.8,0.92,"High human development index"
"2297","United States",23,"Female","No Kids","deg","full-time",25000," teacher",1,0,"Small Town","Single","0",0,2,4,3,2,2,4,1,2,2,3,2,4,2,2,4,5,3,4,2,4,3,2,3,5,4,4,3,4,4,4,3,3,2,4,3,4,4,4,4,3,4,3,4,5,2,"yes","yes",2.6,2.93333333333333,3.5,3.6,0.92,"High human development index"
"2298","United States",45,"Male","Yes Kids","dip","full-time",45000,"0",3,0,"Small City","Divorced","0",2,4,4,4,4,4,2,2,2,4,4,5,4,4,4,4,4,2,3,4,4,4,2,3,1,4,3,5,1,4,4,2,5,3,4,3,4,4,4,4,4,3,3,4,4,3,"yes","yes",4,3.46666666666667,3.4,3.4,0.92,"High human development index"
"2299","United States",28,"Male","No Kids","phd","student",150000,"please specify",5,0,"Large-City","Married","0",0,4,3,2,1,1,1,1,4,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,1,3,1,2,1,2,2,1,1,2,2,2,4,3,4,2,4,"no","no",2.2,1.26666666666667,1.6,3.4,0.92,"High human development index"
"2300","United States",45,"Female","No Kids","deg","full-time",150000," Accountant",23,0,"Large Town","Married","0",0,4,3,4,3,3,3,2,4,2,2,3,4,3,2,3,4,2,4,2,3,4,2,3,2,3,4,4,4,4,2,4,3,4,3,4,4,4,4,4,4,3,3,4,4,4,"yes","yes",3.4,2.86666666666667,3.5,3.6,0.92,"High human development index"
"2301","United States",55,"Female","No Kids","ma","full-time",150000,"Creative Director",5,0,"Large-City","Married","0",0,3,3,4,2,2,1,2,3,4,2,1,1,3,1,3,2,2,3,4,1,4,3,2,5,2,2,3,5,4,2,2,4,1,3,3,5,4,3,3,4,2,4,2,3,1,"yes","no",2.8,2.2,3.2,2.4,0.92,"High human development index"
